placeName,kakaoPlaceId,primaryType,primaryTypeName,collectionTypes,skinTreatmentConfidence,skinTreatmentSignals,categoryName,categoryGroupCode,categoryGroupName,phone,addressName,roadAddressName,mapX,mapY,placeUrl
베리식스호텔,16445729,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-508-3002,서울 강남구 역삼동 720-10,서울 강남구 테헤란로38길 7,127.0417128123181,37.501505212970386,http://place.map.kakao.com/16445729
베스트웨스턴프리미어 강남호텔,8325284,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 베스트웨스턴 호텔,AD5,숙박,02-6474-2000,서울 강남구 논현동 205-9,서울 강남구 봉은사로 139,127.02977902782426,37.506372451719606,http://place.map.kakao.com/8325284
보코서울강남,717144945,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-3017-5003,서울 강남구 논현동 6,서울 강남구 도산대로 144,127.02454515332,37.5178272212827,http://place.map.kakao.com/717144945
봉림장,23024971,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 역삼동 678-7,서울 강남구 테헤란로33길 13-6,127.03878208821,37.5026991430858,http://place.map.kakao.com/23024971
브라운도트 역삼점,1742792340,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-501-8003,서울 강남구 역삼동 677-16,서울 강남구 테헤란로37길 13-5,127.040286312865,37.5028455035909,http://place.map.kakao.com/1742792340
블랑호텔 강남점,27289892,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,,서울 강남구 역삼동 700-27,서울 강남구 언주로94길 13,127.043288786358,37.5045104006495,http://place.map.kakao.com/27289892
비앤디알에스,14560664,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 논현동 117-8,서울 강남구 학동로45길 8,127.038101666454,37.516841532393,http://place.map.kakao.com/14560664
비앤비청담,18776062,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,070-8163-9201,서울 강남구 청담동 19-32,서울 강남구 선릉로148길 52-18,127.043570348441,37.5219393191967,http://place.map.kakao.com/18776062
빅존스플레이스,23556920,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,,서울 강남구 역삼동 615-11,서울 강남구 강남대로110길 31-1,127.027337519384,37.5041043106419,http://place.map.kakao.com/23556920
사월호텔,12317292,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-3452-4900,서울 강남구 역삼동 720-12,서울 강남구 언주로89길 13,127.04184408938349,37.50166734759042,http://place.map.kakao.com/12317292
삼정호텔,8194428,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-557-1221,서울 강남구 역삼동 604-7,서울 강남구 봉은사로 150,127.03116089877577,37.505887354500274,http://place.map.kakao.com/8194428
삼정호텔 한국관,13298335,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-557-1221,서울 강남구 역삼동 604-11,서울 강남구 봉은사로 150,127.03114277607,37.5058224869054,http://place.map.kakao.com/13298335
서울라이츠,1745635510,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,0503-7153-6483,서울 강남구 논현동 158-2,서울 강남구 학동로12길 44,127.027531930016,37.5099526890943,http://place.map.kakao.com/1745635510
서울의휴일게스트하우스,799476102,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,010-2285-8321,서울 강남구 대치동 925-28,서울 강남구 도곡로69길 40,127.05532766921,37.4996003004081,http://place.map.kakao.com/799476102
서울인호텔바이더디자이너스,1663846238,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-501-0017,서울 강남구 역삼동 718-11,서울 강남구 테헤란로28길 3-4,127.03899938140552,37.50081957343787,http://place.map.kakao.com/1663846238
성심모텔,16053352,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-567-8680,서울 강남구 역삼동 718-29,서울 강남구 테헤란로34길 10,127.040092955281,37.5007921771787,http://place.map.kakao.com/16053352
성팔주점관리,12942296,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 삼성동 159,서울 강남구 테헤란로87길 36,127.058520608838,37.5103027041679,http://place.map.kakao.com/12942296
쉐어니도 스티치앤니도,1563184091,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,02-2039-6955,서울 강남구 신사동 546-3,서울 강남구 가로수길 62,127.022941345831,37.5221253282403,http://place.map.kakao.com/1563184091
쉐어하우스home601,27436411,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,02-565-0601,서울 강남구 역삼동 609-20,서울 강남구 논현로105길 11-17,127.032621685818,37.5048634181408,http://place.map.kakao.com/27436411
스테이요키,463238319,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 민박,AD5,숙박,,서울 강남구 역삼동 601-5,서울 강남구 봉은사로4길 4,127.025914882288,37.5044172801964,http://place.map.kakao.com/463238319
스텔라호스텔,1302977083,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,02-556-4040,서울 강남구 대치동 891-34,서울 강남구 선릉로90길 62,127.054187297946,37.5052591444721,http://place.map.kakao.com/1302977083
시나브로,1783111536,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 역삼동 719-18,서울 강남구 언주로87길 24,127.041025117174,37.5013288566516,http://place.map.kakao.com/1783111536
시크릿호텔,1221928805,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 대치동 890-33,서울 강남구 테헤란로68길 11,127.052562762952,37.5046111547131,http://place.map.kakao.com/1221928805
시크릿호텔2,1780568658,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,,서울 강남구 대치동 890-61,서울 강남구 테헤란로68길 13,127.052616970877,37.5044994059191,http://place.map.kakao.com/1780568658
신라스테이 삼성,1117108402,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 신라스테이,AD5,숙박,02-2175-9000,서울 강남구 삼성동 168-3,서울 강남구 영동대로 506,127.0631756888806,37.50991377528472,http://place.map.kakao.com/1117108402
신라스테이 역삼,25539194,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 신라스테이,AD5,숙박,02-2054-9000,서울 강남구 역삼동 675-3,서울 강남구 언주로 517,127.041307593687,37.5049760288127,http://place.map.kakao.com/25539194
신사동관광호텔,1074812279,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 신사동 561-19,서울 강남구 도산대로 153,127.025220803965,37.5188524206969,http://place.map.kakao.com/1074812279
신안관광,16414450,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 청담동 53-7,서울 강남구 영동대로 737,127.05415664454893,37.523881104917834,http://place.map.kakao.com/16414450
심플원룸텔 삼성병원점,1591842505,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,010-5933-3185,서울 강남구 일원동 645,서울 강남구 일원로9길 48,127.085485868838,37.4903434042557,http://place.map.kakao.com/1591842505
썬시티게스트하우스,22110962,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,02-511-7422,서울 강남구 논현동 16-5,서울 강남구 강남대로146길 7-12,127.020826408145,37.5156493089486,http://place.map.kakao.com/22110962
아난티 앳 강남,554629068,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 콘도,리조트 > 아난티",AD5,숙박,02-2190-4000,서울 강남구 논현동 74-6,서울 강남구 논현로 734,127.02947579619703,37.517557594720294,http://place.map.kakao.com/554629068
아마레호텔,16445407,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-555-0343,서울 강남구 역삼동 776-19,서울 강남구 논현로 328,127.04021520083431,37.49466619301067,http://place.map.kakao.com/16445407
아이에스타운,14563817,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 대치동 890-49,서울 강남구 테헤란로64길 9,127.051612680151,37.5045070570278,http://place.map.kakao.com/14563817
안다즈 서울 강남,1792487731,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 하얏트호텔,AD5,숙박,02-2193-1234,서울 강남구 신사동 603,서울 강남구 논현로 854,127.02887026009083,37.525418092797,http://place.map.kakao.com/1792487731
안테룸 서울,352912847,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-542-2300,서울 강남구 신사동 561-19,서울 강남구 도산대로 153,127.02522420205649,37.51886593501955,http://place.map.kakao.com/352912847
알로프트 바이 메리어트 서울강남,25778238,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-510-9700,서울 강남구 청담동 131,서울 강남구 영동대로 736,127.055635110582,37.5237650894249,http://place.map.kakao.com/25778238
알앤지마케팅,9111051,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,02-501-8235,서울 강남구 역삼동 828-10,서울 강남구 논현로79길 72,127.03288021131165,37.49606231969739,http://place.map.kakao.com/9111051
애인호텔,187981590,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-515-1880,서울 강남구 신사동 505-9,서울 강남구 압구정로2길 2,127.019133421315,37.5213259160257,http://place.map.kakao.com/187981590
야코리아호스텔 강남점,888851937,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,02-553-2588,서울 강남구 역삼동 700-31,서울 강남구 테헤란로43길 19,127.0438282914355,37.50457056906433,http://place.map.kakao.com/888851937
어바웃스테이 신사점,315485588,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,0507-1361-7713,서울 강남구 신사동 502-11,서울 강남구 강남대로 620,127.019695668973,37.517145168894,http://place.map.kakao.com/315485588
어반네스트,1215900846,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,010-4325-2133,서울 강남구 논현동 153,서울 강남구 논현로121길 27,127.030346073275,37.5101997759018,http://place.map.kakao.com/1215900846
어반네스트호텔,294773314,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-2051-2091,서울 강남구 삼성동 142-24,서울 강남구 선릉로92길 41,127.05194644266916,37.50632423821841,http://place.map.kakao.com/294773314
에이든 바이 베스트웨스턴 청담 호텔,2107523615,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-6711-1234,서울 강남구 논현동 60-8,서울 강남구 도산대로 216,127.03047672564844,37.519974732339726,http://place.map.kakao.com/2107523615
에이치에비뉴호텔 역삼,26406445,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,0507-1338-6247,서울 강남구 역삼동 678-14,서울 강남구 테헤란로29길 12,127.03874353347169,37.502500033483,http://place.map.kakao.com/26406445
엘리에나호텔 서울강남,1197705393,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-3443-5670,서울 강남구 논현동 152,서울 강남구 논현로 645,127.03163589759811,37.51121216650916,http://place.map.kakao.com/1197705393
엠티티 게스트하우스 강남,1984803696,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,,서울 강남구 역삼동 750-13,서울 강남구 테헤란로22길 63-5,127.035182423926,37.495697649796,http://place.map.kakao.com/1984803696
여운,309472798,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 삼성동 147-4,서울 강남구 봉은사로84길 5,127.055605626635,37.5129981150125,http://place.map.kakao.com/309472798
오드볼스테이 강남,1530155684,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,010-9635-3990,서울 강남구 역삼동 827-36,서울 강남구 강남대로84길 24-7,127.030944417469,37.49654398016,http://place.map.kakao.com/1530155684
오월호텔,925821854,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 역삼동 723-3,서울 강남구 언주로85길 27,127.04106089795575,37.50058281131899,http://place.map.kakao.com/925821854
오크우드프리미어 코엑스센터,27169901,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-3466-7000,서울 강남구 삼성동 159,서울 강남구 테헤란로87길 46,127.05811853031,37.5110453302872,http://place.map.kakao.com/27169901
온스테이호스텔,27641084,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 유스호스텔,AD5,숙박,1544-5756,서울 강남구 대치동 901-44,서울 강남구 삼성로75길 32-11,127.05512029625673,37.503644111232454,http://place.map.kakao.com/27641084
올인모텔,9940545,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-543-5612,서울 강남구 논현동 118-7,서울 강남구 학동로53길 3-4,127.039934358072,37.5172698046275,http://place.map.kakao.com/9940545
와사비하우스,1983159033,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,,서울 강남구 역삼동 831-30,서울 강남구 역삼로3길 17-6,127.03056596647386,37.494706024891364,http://place.map.kakao.com/1983159033
왈츠모텔,1098921244,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-512-2016,서울 강남구 논현동 201-5,서울 강남구 강남대로112길 20,127.026066812534,37.5055137702698,http://place.map.kakao.com/1098921244
웜두코리아,14550514,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,,서울 강남구 역삼동 719-33,서울 강남구 언주로85길 24,127.04126016921,37.5010044126689,http://place.map.kakao.com/14550514
웨스틴 서울 파르나스,89757736,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-3452-2500,서울 강남구 삼성동 159,서울 강남구 봉은사로 524,127.05728851692382,37.51276935676325,http://place.map.kakao.com/89757736
위드하우스,411922879,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,010-5029-4936,서울 강남구 삼성동 123-3,서울 강남구 삼성로107길 33,127.051452943657,37.5107042381869,http://place.map.kakao.com/411922879
유경캠핑하우스 본사,26921453,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 야영,캠핑장",AD5,숙박,,서울 강남구 역삼동 708-22,서울 강남구 선릉로89길 13,127.048259698542,37.5032578788712,http://place.map.kakao.com/26921453
유로 스테이,1692352398,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 역삼동 745-3,서울 강남구 논현로79길 7,127.037624827131,37.4975682878659,http://place.map.kakao.com/1692352398
유에이치스위트 더강남,1503846031,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 역삼동 831-31,서울 강남구 역삼로1길 20,127.030435901767,37.4946547010777,http://place.map.kakao.com/1503846031
이끌라쎄 게스트하우스,1718818769,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,,서울 강남구 삼성동 116-36,서울 강남구 봉은사로74길 18-1,127.051746233317,37.5112050684955,http://place.map.kakao.com/1718818769
이비스 스타일 앰배서더 서울 강남,27610458,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 앰배서더호텔,AD5,숙박,02-3011-8888,서울 강남구 대치동 893-1,서울 강남구 삼성로 431,127.057068909754,37.5051100226147,http://place.map.kakao.com/27610458
인더시티비즈니스호텔,27375971,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-564-8342,서울 강남구 역삼동 677-8,서울 강남구 테헤란로37길 13-8,127.039976524492,37.5030122948731,http://place.map.kakao.com/27375971
인트로호텔,870214660,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,,서울 강남구 역삼동 677-14,서울 강남구 테헤란로37길 13-11,127.039926619133,37.5027420100625,http://place.map.kakao.com/870214660
자이언트호텔,23899028,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 삼성동 45-10,서울 강남구 봉은사로 459,127.049790263276,37.5123682046347,http://place.map.kakao.com/23899028
조선팰리스 강남,1671545166,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 조선호텔,AD5,숙박,02-727-7200,서울 강남구 역삼동 676,서울 강남구 테헤란로 231,127.04134714989391,37.50287487023109,http://place.map.kakao.com/1671545166
짝호텔,399850636,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,,서울 강남구 신사동 502-7,서울 강남구 강남대로 622,127.01964480432345,37.51728753591448,http://place.map.kakao.com/399850636
청담스테이에어비엔비,1562928508,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,,서울 강남구 청담동 5,서울 강남구 도산대로 446,127.04512790654,37.5235821630356,http://place.map.kakao.com/1562928508
카일룸블랙,648689638,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 민박,AD5,숙박,,서울 강남구 역삼동 653-3,서울 강남구 언주로 565,127.038364259923,37.5083278591848,http://place.map.kakao.com/648689638
카파쓰호텔,27560859,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-6205-3900,서울 강남구 역삼동 719-20,서울 강남구 언주로89길 21,127.041138317523,37.501527038571,http://place.map.kakao.com/27560859
캘리포니아호텔,11237821,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-553-4100,서울 강남구 역삼동 605-6,서울 강남구 봉은사로 164,127.032292156836,37.506521358284,http://place.map.kakao.com/11237821
캠퍼스호텔,1688718777,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-598-2000,서울 강남구 역삼동 825-30,서울 강남구 테헤란로2길 13,127.029212258655,37.4972994646882,http://place.map.kakao.com/1688718777
커넥티드호텔 논현점,671471389,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 논현동 188-21,서울 강남구 강남대로118길 81,127.029351780174,37.5070555204891,http://place.map.kakao.com/671471389
코지로그 강남논현 1호점,944771145,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,0503-7153-6829,서울 강남구 논현동 173-4,서울 강남구 논현로121길 37,127.029798403342,37.5095917372394,http://place.map.kakao.com/944771145
코지로그 강남논현 2호점,944742712,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,0503-7153-5720,서울 강남구 논현동 173-4,서울 강남구 논현로121길 37,127.029798403342,37.5095917372394,http://place.map.kakao.com/944742712
타라호텔,8110952,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-569-2607,서울 강남구 삼성동 142-19,서울 강남구 선릉로100길 56,127.051885630429,37.5067017860543,http://place.map.kakao.com/8110952
타워홀딩스,1529934284,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 신사동 536-1,서울 강남구 도산대로11길 22,127.022668870405,37.5188853741651,http://place.map.kakao.com/1529934284
탈로서울,1594226881,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 신사동 559-35,서울 강남구 논현로151길 30-11,127.025474703621,37.5203678534288,http://place.map.kakao.com/1594226881
트레블로지강남역삼호텔,1328678612,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 역삼동 662-7,서울 강남구 언주로 547,127.040014656385,37.5066505414767,http://place.map.kakao.com/1328678612
트리아관광호텔,25612762,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 역삼동 677-11,서울 강남구 테헤란로33길 16,127.03938496689922,37.502869233688834,http://place.map.kakao.com/25612762
티오브갤러리,13531619,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 역삼동 681-17,서울 강남구 봉은사로 310,127.040966086628,37.5092000590944,http://place.map.kakao.com/13531619
파지티브 호텔,1135544338,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 삼성동 141-31,서울 강남구 테헤란로 407,127.050147495931,37.5053221968825,http://place.map.kakao.com/1135544338
파크 하얏트 서울,12392756,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 하얏트호텔,AD5,숙박,02-2016-1234,서울 강남구 대치동 995-14,서울 강남구 테헤란로 606,127.06428310006892,37.50873196084404,http://place.map.kakao.com/12392756
파티오세븐,546482073,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-517-8833,서울 강남구 논현동 74,서울 강남구 논현로 736,127.02930622071102,37.517809917866344,http://place.map.kakao.com/546482073
포레게스트하우스,1378407794,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,,서울 강남구 신사동 567-30,서울 강남구 논현로159길 22-2,127.026210975211,37.5231959400203,http://place.map.kakao.com/1378407794
포에버관광펜션2,9692383,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 펜션,AD5,숙박,02-555-6085,서울 강남구 삼성동 140-3,서울 강남구 선릉로 524,127.04828901856,37.5066384387209,http://place.map.kakao.com/9692383
포포인츠 바이쉐라톤 서울강남,2050361518,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-2160-8900,서울 강남구 신사동 587-21,서울 강남구 도산대로 203,127.028492726237,37.5202932816821,http://place.map.kakao.com/2050361518
프린세스호텔,8649227,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-544-0366,서울 강남구 신사동 641-1,서울 강남구 압구정로46길 17,127.03664990126077,37.52738372333095,http://place.map.kakao.com/8649227
프린스호텔,16704467,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-554-1901,서울 강남구 대치동 890-40,서울 강남구 선릉로86길 43,127.053118932312,37.5042360877028,http://place.map.kakao.com/16704467
플레아드블랑 논현,1618614154,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 논현동 183-20,서울 강남구 강남대로116길 15,127.025311663954,37.5065374763794,http://place.map.kakao.com/1618614154
하로스테이 신사,2041373598,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,,서울 강남구 논현동 21-2,서울 강남구 학동로3길 49,127.021146258749,37.5147284262415,http://place.map.kakao.com/2041373598
하이든,23064338,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 대치동 890-41,서울 강남구 테헤란로70길 14-10,127.052743562738,37.5043912288227,http://place.map.kakao.com/23064338
한국관 관광호텔사업단,15225981,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 삼성동 161-8,서울 강남구 영동대로106길 29,127.063514067305,37.5141492142929,http://place.map.kakao.com/15225981
한국교리쯔멘테난스 역삼동지점,720446028,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,,서울 강남구 역삼동 603-1,서울 강남구 봉은사로 134,127.029387448114,37.5057184200324,http://place.map.kakao.com/720446028
해날,1468734530,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 게스트하우스,AD5,숙박,010-8682-8299,서울 강남구 역삼동 697-49,서울 강남구 테헤란로51길 36-2,127.045035841111,37.50591891973,http://place.map.kakao.com/1468734530
해피하와이,14560354,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,,서울 강남구 삼성동 123-35,서울 강남구 삼성로103길 30,127.052181832026,37.5097794878668,http://place.map.kakao.com/14560354
허밍아일랜드,19264960,accommodation,숙박시설,accommodation,,,여행 > 숙박,AD5,숙박,02-3475-4700,서울 강남구 논현동 236-4,서울 강남구 봉은사로37길 5,127.036794589903,37.5087112855898,http://place.map.kakao.com/19264960
호텔 디 아티스트 역삼점,1293982264,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-569-4921,서울 강남구 역삼동 678-13,서울 강남구 테헤란로29길 11,127.03848223739053,37.50240190927114,http://place.map.kakao.com/1293982264
호텔 소울하다,229281338,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-3288-1100,서울 강남구 역삼동 823-43,서울 강남구 테헤란로10길 5,127.032533083084,37.4987582272006,http://place.map.kakao.com/229281338
호텔그라모스,19510507,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-569-2121,서울 강남구 역삼동 677-21,서울 강남구 테헤란로33길 6-5,127.039872234482,37.5025546192533,http://place.map.kakao.com/19510507
호텔뉴브,1307986452,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-740-5000,서울 강남구 역삼동 708-35,서울 강남구 선릉로85길 6,127.049110018057,37.503026871004,http://place.map.kakao.com/1307986452
호텔더디자이너스 리즈강남프리미어,27002767,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-567-4000,서울 강남구 논현동 201-11,서울 강남구 봉은사로 113,127.02585634567102,37.50521017774558,http://place.map.kakao.com/27002767
호텔더디자이너스 리즈스윗역삼,1477954132,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-501-3171,서울 강남구 역삼동 677-10,서울 강남구 테헤란로37길 13-12,127.039637189685,37.5029132986031,http://place.map.kakao.com/1477954132
호텔데님,25638677,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-2058-1000,서울 강남구 개포동 1229-14,서울 강남구 논현로 66,127.046641410362,37.4761309913882,http://place.map.kakao.com/25638677
호텔라엠,73856747,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,,서울 강남구 삼성동 100-3,서울 강남구 봉은사로113길 23,127.06581032030067,37.516840155992284,http://place.map.kakao.com/73856747
호텔리베라 아노블리,1593553700,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 리베라호텔,AD5,숙박,02-3442-7832,서울 강남구 청담동 91-2,서울 강남구 도산대로 419,127.04164154185683,37.5238591504407,http://place.map.kakao.com/1593553700
호텔리베라 청담,10348068,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔 > 리베라호텔,AD5,숙박,02-541-3111,서울 강남구 청담동 53-7,서울 강남구 영동대로 737,127.05420977446911,37.52382702040133,http://place.map.kakao.com/10348068
호텔린,26557327,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-3454-0666,서울 강남구 역삼동 718-12,서울 강남구 언주로87길 50,127.03913842011,37.5006987926638,http://place.map.kakao.com/26557327
호텔마리,8178754,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-561-0330,서울 강남구 역삼동 720-14,서울 강남구 언주로87길 10,127.04210417592938,37.501622204886274,http://place.map.kakao.com/8178754
호텔벤,10980629,accommodation,숙박시설,accommodation,,,"여행 > 숙박 > 여관,모텔",AD5,숙박,02-552-1133,서울 강남구 역삼동 718-28,서울 강남구 언주로87길 41,127.0399040490717,37.500708447587094,http://place.map.kakao.com/10980629
호텔선샤인 서울,890018423,accommodation,숙박시설,accommodation,,,여행 > 숙박 > 호텔,AD5,숙박,02-548-8222,서울 강남구 신사동 587-1,서울 강남구 도산대로 205,127.028780132248,37.5205031456861,http://place.map.kakao.com/890018423
